"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"59","1","2015-10-16 14:38:58","2015-10-16 14:38:58","A valuable account of the ideas behind the choices. 

Excellent explanation of American riots in reason as a basis for govt. Ch 11.

http://www.amazon.com/Thieves-State-Corruption-Threatens-Security/dp/0393239462","""Thieves of State""",,"inherit","open","open",,"52-revision-v1",,,"2015-10-16 14:38:58","2015-10-16 14:38:58",,"52","http://statistquo.com/2015/10/16/52-revision-v1/","0","revision",,"0"
"60","1","2015-10-16 21:36:13","2015-10-16 21:36:13","A valuable account of the ideas behind the choices. 

The corruption comes from the source. Sarah chairs says the source is the tip, the head, the leader of State. 

But the corruption that flows out is the negation of individual allocation of scarce resources. 

Excellent explanation of American riots in reason as a basis for govt. Ch 11.

http://www.amazon.com/Thieves-State-Corruption-Threatens-Security/dp/0393239462","""Thieves of State""",,"inherit","open","open",,"52-revision-v1",,,"2015-10-16 21:36:13","2015-10-16 21:36:13",,"52","http://statistquo.com/2015/10/16/52-revision-v1/","0","revision",,"0"
"61","1","2015-10-19 03:06:14","2015-10-19 03:06:14","A valuable account of the ideas behind the choices. 

The corruption comes from the source. Sarah chairs says the source is the tip, the head, the leader of State. 

But the corruption that flows out is the negation of individual allocation of scarce resources. 

Excellent explanation of American riots in reason as a basis for govt. Ch 11.

The author goes through a list of fixes that can be implemented, some of them good some bad, but all directed at reducing corruption, but the type of corruption she is talking about is not adequately defined. 

http://www.amazon.com/Thieves-State-Corruption-Threatens-Security/dp/0393239462","""Thieves of State""",,"inherit","open","open",,"52-revision-v1",,,"2015-10-19 03:06:14","2015-10-19 03:06:14",,"52","http://statistquo.com/2015/10/19/52-revision-v1/","0","revision",,"0"
"62","1","2015-10-24 19:23:17","2015-10-24 19:23:17","This is a problem faced by many vertically-integrated companies. They have to pay more for an inferior product from within their own organization than they would in an unrestricted market. 

The CSUF faculty are not necessarily ignorant or even negligent. They simply don't have an incentive to take the time to investigate all the alternatives. 

It is the protected textbook market that is at fault and excludes the work done by other investigators, such as the non, conformist professor and his students. 

<a href=""http://m.ocregister.com/articles/goode-689026-text-math.html"">http://m.ocregister.com/articles/goode-689026-text-math.html</a>","Cal State Fullerton stands by $180 math textbook The Orange County Register",,"publish","open","open",,"cal-state-fullerton-stands-by-180-math-textbook-the-orange-county-register",,,"2015-10-24 19:23:17","2015-10-24 19:23:17",,"0","http://statistquo.com/?p=62","0","post",,"0"
"63","1","2015-10-24 19:23:17","2015-10-24 19:23:17","This is a problem faced by many vertically-integrated companies. They have to pay more for an inferior product from within their own organization than they would in an unrestricted market. 

The CSUF faculty are not necessarily ignorant or even negligent. They simply don't have an incentive to take the time to investigate all the alternatives. 

It is the protected textbook market that is at fault and excludes the work done by other investigators, such as the non, conformist professor and his students. 

<a href=""http://m.ocregister.com/articles/goode-689026-text-math.html"">http://m.ocregister.com/articles/goode-689026-text-math.html</a>","Cal State Fullerton stands by $180 math textbook The Orange County Register",,"inherit","open","open",,"62-revision-v1",,,"2015-10-24 19:23:17","2015-10-24 19:23:17",,"62","http://statistquo.com/2015/10/24/62-revision-v1/","0","revision",,"0"
"64","1","2015-10-24 22:04:36","2015-10-24 22:04:36","https://youtu.be/QNDoBstRkxI","Watch ""Why I Was Wrong About Socialism"" on YouTube",,"publish","open","open",,"watch-why-i-was-wrong-about-socialism-on-youtube",,,"2015-10-24 22:04:36","2015-10-24 22:04:36",,"0","http://statistquo.com/?p=64","0","post",,"0"
"65","1","2015-10-24 22:04:36","2015-10-24 22:04:36","https://youtu.be/QNDoBstRkxI","Watch ""Why I Was Wrong About Socialism"" on YouTube",,"inherit","open","open",,"64-revision-v1",,,"2015-10-24 22:04:36","2015-10-24 22:04:36",,"64","http://statistquo.com/2015/10/24/64-revision-v1/","0","revision",,"0"
"66","1","2015-10-25 05:21:16","2015-10-25 05:21:16","About 15 years ago I became disgusted with socialism and statism and I began looking into free market capitalism. 

It was in the process of that study, over a period of years, that I found something that I never expected: my own life. 

Now I can explain why I should have expected to find it there, and moreover how everyone should expect to find their life in there. Not just everyone reading this, but every human that will ever exist within a society.","Separate market and state",,"draft","open","open",,,,,"2015-10-25 05:21:16","2015-10-25 05:21:16",,"0","http://statistquo.com/?p=66","0","post",,"0"
"67","1","2015-10-25 05:21:16","2015-10-25 05:21:16","About 15 years ago I became disgusted with socialism and statism and I began looking into free market capitalism. 

It was in the process of that study, over a period of years, that I found something that I never expected: my own life. 

Now I can explain why I should have expected to find it there, and moreover how everyone should expect to find their life in there. Not just everyone reading this, but every human that will ever exist within a society.","Separate market and state",,"inherit","open","open",,"66-revision-v1",,,"2015-10-25 05:21:16","2015-10-25 05:21:16",,"66","http://statistquo.com/2015/10/25/66-revision-v1/","0","revision",,"0"
"68","1","2015-10-30 04:17:36","2015-10-30 04:17:36",,"wpid-wp-1446178654955.jpeg",,"inherit","open","open",,"wpid-wp-1446178654955-jpeg",,,"2015-10-30 04:17:36","2015-10-30 04:17:36",,"69","http://statistquo.com/wp-content/uploads/2015/10/wpid-wp-1446178654955.jpeg","0","attachment","image/jpeg","0"
"69","1","2015-10-30 04:17:37","2015-10-30 04:17:37","<a href=""http://statistquo.com/wp-content/uploads/2015/10/wpid-wp-1446178654955.jpeg""><img title=""wp-1446178654955"" class=""alignnone size-full""  alt=""image"" src=""http://statistquo.com/wp-content/uploads/2015/10/wpid-wp-1446178654955.jpeg"" /></a>","Fascism posing as liberalism",,"draft","open","open",,,,,"2015-10-30 04:17:37","2015-10-30 04:17:37",,"0","http://statistquo.com/?p=69","0","post",,"0"
"70","1","2015-10-30 04:17:37","2015-10-30 04:17:37","<a href=""http://statistquo.com/wp-content/uploads/2015/10/wpid-wp-1446178654955.jpeg""><img title=""wp-1446178654955"" class=""alignnone size-full""  alt=""image"" src=""http://statistquo.com/wp-content/uploads/2015/10/wpid-wp-1446178654955.jpeg"" /></a>","Fascism posing as liberalism",,"inherit","open","open",,"69-revision-v1",,,"2015-10-30 04:17:37","2015-10-30 04:17:37",,"69","http://statistquo.com/2015/10/30/69-revision-v1/","0","revision",,"0"
"71","1","2015-11-23 05:58:00","2015-11-23 05:58:00","More appeals to and attempted justification for envy. 

""The Guardian: New Zealanders need to share our common wealth. Let's start by discussing inequality. <a href=""http://google.com/newsstand/s/CBIwpprg4iM"">http://google.com/newsstand/s/CBIwpprg4iM</a>""","The Guardian: New Zealanders need to share our common wealth. Let's start by discussing inequality",,"publish","open","open",,"the-guardian-new-zealanders-need-to-share-our-common-wealth-lets-start-by-discussing-inequality",,,"2015-11-23 05:58:00","2015-11-23 05:58:00",,"0","http://statistquo.com/?p=71","0","post",,"0"
"72","1","2015-11-23 05:58:00","2015-11-23 05:58:00","More appeals to and attempted justification for envy. 

""The Guardian: New Zealanders need to share our common wealth. Let's start by discussing inequality. <a href=""http://google.com/newsstand/s/CBIwpprg4iM"">http://google.com/newsstand/s/CBIwpprg4iM</a>""","The Guardian: New Zealanders need to share our common wealth. Let's start by discussing inequality",,"inherit","open","open",,"71-revision-v1",,,"2015-11-23 05:58:00","2015-11-23 05:58:00",,"71","http://statistquo.com/2015/11/23/71-revision-v1/","0","revision",,"0"
"73","1","2015-12-02 20:23:39","2015-12-02 20:23:39","<a href=""https://www.washingtonpost.com/news/wonk/wp/2015/12/02/why-some-people-feel-billionaire-pledges-like-mark-zuckerbergs-are-really-bad/"">https://www.washingtonpost.com/news/wonk/wp/2015/12/02/why-some-people-feel-billionaire-pledges-like-mark-zuckerbergs-are-really-bad/</a>","Why a German billionaire says that pledges like Mark Zuckerberg’s are really bad - The Washington Post",,"publish","open","open",,"why-a-german-billionaire-says-that-pledges-like-mark-zuckerbergs-are-really-bad-the-washington-post",,,"2015-12-02 20:23:39","2015-12-02 20:23:39",,"0","http://statistquo.com/?p=73","0","post",,"0"
"74","1","2015-12-02 20:23:39","2015-12-02 20:23:39","<a href=""https://www.washingtonpost.com/news/wonk/wp/2015/12/02/why-some-people-feel-billionaire-pledges-like-mark-zuckerbergs-are-really-bad/"">https://www.washingtonpost.com/news/wonk/wp/2015/12/02/why-some-people-feel-billionaire-pledges-like-mark-zuckerbergs-are-really-bad/</a>","Why a German billionaire says that pledges like Mark Zuckerberg’s are really bad - The Washington Post",,"inherit","open","open",,"73-revision-v1",,,"2015-12-02 20:23:39","2015-12-02 20:23:39",,"73","http://statistquo.com/2015/12/02/73-revision-v1/","0","revision",,"0"
"75","1","2015-12-20 06:43:43","2015-12-20 06:43:43","Sanders, and his camp, have invited us all to decide how much each other of us should get paid. 

You might think this will only apply to people you don't like, but eventually, is this policy continues to be pursued, it will apply to people you don't hate. 

<a href=""http://hollywoodlife.com/2015/12/19/kendall-jenner-instagram-money-paid-social-media-gigi-hadid/"">http://hollywoodlife.com/2015/12/19/kendall-jenner-instagram-money-paid-social-media-gigi-hadid/</a>","Kendall Jenner Instagram Money: See How Much She’s Paid For Social Media - Hollywood Life",,"publish","open","open",,"kendall-jenner-instagram-money-see-how-much-shes-paid-for-social-media-hollywood-life",,,"2015-12-20 06:43:43","2015-12-20 06:43:43",,"0","http://statistquo.com/?p=75","0","post",,"0"
"76","1","2015-12-20 06:43:43","2015-12-20 06:43:43","Sanders, and his camp, have invited us all to decide how much each other of us should get paid. 

You might think this will only apply to people you don't like, but eventually, is this policy continues to be pursued, it will apply to people you don't hate. 

<a href=""http://hollywoodlife.com/2015/12/19/kendall-jenner-instagram-money-paid-social-media-gigi-hadid/"">http://hollywoodlife.com/2015/12/19/kendall-jenner-instagram-money-paid-social-media-gigi-hadid/</a>","Kendall Jenner Instagram Money: See How Much She’s Paid For Social Media - Hollywood Life",,"inherit","open","open",,"75-revision-v1",,,"2015-12-20 06:43:43","2015-12-20 06:43:43",,"75","http://statistquo.com/2015/12/20/75-revision-v1/","0","revision",,"0"
"77","1","2015-12-20 09:26:29","2015-12-20 09:26:29","We should be moving beyond sharing to a better understanding, and even acceptance, of trade, but the Guardian argues against sharing. 

I hesitate to share this article. 

The Guardian: Whatever the likes of Airbnb and Uber are up to, it isn’t ‘sharing’… <a href=""http://google.com/newsstand/s/CBIwm_r-9iM"">http://google.com/newsstand/s/CBIwm_r-9iM</a>","The Guardian: Whatever the likes of Airbnb and Uber are up to, it isn’t ‘sharing’…",,"publish","open","open",,"the-guardian-whatever-the-likes-of-airbnb-and-uber-are-up-to-it-isnt-sharing",,,"2015-12-20 09:26:29","2015-12-20 09:26:29",,"0","http://statistquo.com/?p=77","0","post",,"0"
"78","1","2015-12-20 09:26:29","2015-12-20 09:26:29","We should be moving beyond sharing to a better understanding, and even acceptance, of trade, but the Guardian argues against sharing. 

I hesitate to share this article. 

The Guardian: Whatever the likes of Airbnb and Uber are up to, it isn’t ‘sharing’… <a href=""http://google.com/newsstand/s/CBIwm_r-9iM"">http://google.com/newsstand/s/CBIwm_r-9iM</a>","The Guardian: Whatever the likes of Airbnb and Uber are up to, it isn’t ‘sharing’…",,"inherit","open","open",,"77-revision-v1",,,"2015-12-20 09:26:29","2015-12-20 09:26:29",,"77","http://statistquo.com/2015/12/20/77-revision-v1/","0","revision",,"0"
"79","1","2016-01-05 02:50:48","2016-01-05 02:50:48","<a href=""http://www.worldfuturefund.org/wffmaster/Reading/Germany/mussolini.htm"">http://www.worldfuturefund.org/wffmaster/Reading/Germany/mussolini.htm</a>","Mussolini - THE DOCTRINE OF FASCISM",,"publish","open","open",,"mussolini-the-doctrine-of-fascism",,,"2016-01-05 02:50:48","2016-01-05 02:50:48",,"0","http://statistquo.com/?p=79","0","post",,"0"
"80","1","2016-01-05 02:50:48","2016-01-05 02:50:48","<a href=""http://www.worldfuturefund.org/wffmaster/Reading/Germany/mussolini.htm"">http://www.worldfuturefund.org/wffmaster/Reading/Germany/mussolini.htm</a>","Mussolini - THE DOCTRINE OF FASCISM",,"inherit","open","open",,"79-revision-v1",,,"2016-01-05 02:50:48","2016-01-05 02:50:48",,"79","http://statistquo.com/2016/01/05/79-revision-v1/","0","revision",,"0"
"81","1","2016-02-02 00:22:26","2016-02-02 00:22:26","<a href=""http://dailycaller.com/2016/01/31/exclusive-secret-fed-docs-show-obama-misled-congress-public-during-debt-limit-crises/"">http://dailycaller.com/2016/01/31/exclusive-secret-fed-docs-show-obama-misled-congress-public-during-debt-limit-crises/</a>","Secret Docs: Obama Misled Congress On Debt Crisis | The Daily Caller",,"publish","open","open",,"secret-docs-obama-misled-congress-on-debt-crisis-the-daily-caller",,,"2016-02-02 00:22:26","2016-02-02 00:22:26",,"0","http://statistquo.com/?p=81","0","post",,"0"
"82","1","2016-02-02 00:22:26","2016-02-02 00:22:26","<a href=""http://dailycaller.com/2016/01/31/exclusive-secret-fed-docs-show-obama-misled-congress-public-during-debt-limit-crises/"">http://dailycaller.com/2016/01/31/exclusive-secret-fed-docs-show-obama-misled-congress-public-during-debt-limit-crises/</a>","Secret Docs: Obama Misled Congress On Debt Crisis | The Daily Caller",,"inherit","open","open",,"81-revision-v1",,,"2016-02-02 00:22:26","2016-02-02 00:22:26",,"81","http://statistquo.com/2016/02/02/81-revision-v1/","0","revision",,"0"
"83","1","2016-02-14 05:04:20","2016-02-14 05:04:20","<a href=""https://theintercept.com/2015/05/07/congress-argues-cant-investigated-insider-trading/"">https://theintercept.com/2015/05/07/congress-argues-cant-investigated-insider-trading/</a>","Congress Tells Court That Congress Can’t Be Investigated for Insider Trading",,"publish","open","open",,"congress-tells-court-that-congress-cant-be-investigated-for-insider-trading",,,"2016-02-14 05:04:20","2016-02-14 05:04:20",,"0","http://statistquo.com/?p=83","0","post",,"0"
"84","1","2016-02-14 05:04:20","2016-02-14 05:04:20","<a href=""https://theintercept.com/2015/05/07/congress-argues-cant-investigated-insider-trading/"">https://theintercept.com/2015/05/07/congress-argues-cant-investigated-insider-trading/</a>","Congress Tells Court That Congress Can’t Be Investigated for Insider Trading",,"inherit","open","open",,"83-revision-v1",,,"2016-02-14 05:04:20","2016-02-14 05:04:20",,"83","http://statistquo.com/2016/02/14/83-revision-v1/","0","revision",,"0"
"85","1","2016-03-05 21:48:03","2016-03-05 21:48:03","<a href=""http://www.wsj.com/articles/how-progressives-drive-income-inequality-1457132837"">http://www.wsj.com/articles/how-progressives-drive-income-inequality-1457132837</a>","How Progressives Drive Income Inequality - WSJ",,"publish","open","open",,"how-progressives-drive-income-inequality-wsj",,,"2016-03-05 21:48:03","2016-03-05 21:48:03",,"0","http://statistquo.com/?p=85","0","post",,"0"
"86","1","2016-03-05 21:48:03","2016-03-05 21:48:03","<a href=""http://www.wsj.com/articles/how-progressives-drive-income-inequality-1457132837"">http://www.wsj.com/articles/how-progressives-drive-income-inequality-1457132837</a>","How Progressives Drive Income Inequality - WSJ",,"inherit","open","open",,"85-revision-v1",,,"2016-03-05 21:48:03","2016-03-05 21:48:03",,"85","http://statistquo.com/2016/03/05/85-revision-v1/","0","revision",,"0"
"87","1","2016-03-09 08:31:20","2016-03-09 08:31:20","<a href=""http://www.stephenhicks.org/#article/26919"">http://www.stephenhicks.org/#article/26919</a>","Stephen Hicks, Ph.D. – Philosopher",,"publish","open","open",,"stephen-hicks-ph-d-philosopher",,,"2016-03-09 08:31:20","2016-03-09 08:31:20",,"0","http://statistquo.com/?p=87","0","post",,"0"
"88","1","2016-03-09 08:31:20","2016-03-09 08:31:20","<a href=""http://www.stephenhicks.org/#article/26919"">http://www.stephenhicks.org/#article/26919</a>","Stephen Hicks, Ph.D. – Philosopher",,"inherit","open","open",,"87-revision-v1",,,"2016-03-09 08:31:20","2016-03-09 08:31:20",,"87","http://statistquo.com/2016/03/09/87-revision-v1/","0","revision",,"0"
"89","1","2016-03-09 21:22:34","2016-03-09 21:22:34","A bull market starting in March, 2009? 

Could that be related to the trillions of dollars the government is creating to promote spending in the hopes that it will ""fix"" the failing economy? 

<a href=""http://www.usatoday.com/story/money/markets/2016/03/09/7-year-bull-makes-investors-16t-richer/81515958/"">http://www.usatoday.com/story/money/markets/2016/03/09/7-year-bull-makes-investors-16t-richer/81515958/</a>","7-year bull makes investors $16T richer!",,"publish","open","open",,"7-year-bull-makes-investors-16t-richer",,,"2016-03-09 21:22:34","2016-03-09 21:22:34",,"0","http://statistquo.com/?p=89","0","post",,"0"
"90","1","2016-03-09 21:22:34","2016-03-09 21:22:34","A bull market starting in March, 2009? 

Could that be related to the trillions of dollars the government is creating to promote spending in the hopes that it will ""fix"" the failing economy? 

<a href=""http://www.usatoday.com/story/money/markets/2016/03/09/7-year-bull-makes-investors-16t-richer/81515958/"">http://www.usatoday.com/story/money/markets/2016/03/09/7-year-bull-makes-investors-16t-richer/81515958/</a>","7-year bull makes investors $16T richer!",,"inherit","open","open",,"89-revision-v1",,,"2016-03-09 21:22:34","2016-03-09 21:22:34",,"89","http://statistquo.com/2016/03/09/89-revision-v1/","0","revision",,"0"
"91","1","2016-03-16 08:00:33","2016-03-16 08:00:33","<a href=""https://www.hawaii.edu/powerkills/NOTE1.HTM"">https://www.hawaii.edu/powerkills/NOTE1.HTM</a>","DEATH BY GOVERNMENT: GENOCIDE AND MASS MURDER",,"publish","open","open",,"death-by-government-genocide-and-mass-murder",,,"2016-03-16 08:00:34","2016-03-16 08:00:34",,"0","http://statistquo.com/?p=91","0","post",,"0"
"92","1","2016-03-16 08:00:34","2016-03-16 08:00:34","<a href=""https://www.hawaii.edu/powerkills/NOTE1.HTM"">https://www.hawaii.edu/powerkills/NOTE1.HTM</a>","DEATH BY GOVERNMENT: GENOCIDE AND MASS MURDER",,"inherit","open","open",,"91-revision-v1",,,"2016-03-16 08:00:34","2016-03-16 08:00:34",,"91","http://statistquo.com/2016/03/16/91-revision-v1/","0","revision",,"0"
